cle;Respondent_ID;weight;A11;A12;A13;A14;A4;A5;A5bis;A8_1_slice;A8_2_slice;A8_3_slice;A8_4_slice;B1_1_slice;B1_2_slice;B2_1_slice;B2_2_slice;B3;B4;B6;C1_1_slice;C1_2_slice;C1_3_slice;C1_4_slice;C1_5_slice;C1_6_slice;C1_7_slice;C1_8_slice;C1_9_slice;A9_1_slice;A9_2_slice;A9_3_slice;A9_4_slice;A9_5_slice;A9_6_slice;A9_7_slice;A9_8_slice;A9_9_slice;A9_10_slice;A9_11_slice;A9_12_slice;A9_13_slice;A9_14_slice;A9_15_slice;A9_16_slice;A10_1_slice;A10_2_slice;A10_3_slice;A10_4_slice;A10_5_slice;A10_6_slice;A10_7_slice;A10_8_slice;A11_1_slice;A11_2_slice;A11_3_slice;A11_4_slice;A11_5_slice;A11_6_slice;A11_7_slice;A11_8_slice;A11_9_slice;A11_10_slice;A11_11_slice;A11_12_slice;A11_13_slice;A1bis;A2;A6_1_slice;A6_2_slice;A6_3_slice;A6_4_slice;A6_5_slice;A6_6_slice;A7;B5_1_slice;B5_2_slice;B5_3_slice;B5_4_slice;B5_5_slice;B5_6_slice;C201;C202;C203;C204;C205;C206;C207;C208;C209;C210;C211;C212;C213;C214;C215;C216;C217;C218;C219;C220;C301;C302;C303;C304;C305;C306;C307;C308;C309;C310;C311;C4_1_slice;C4_2_slice;C4_3_slice;C4_4_slice;rs3;rs5;rs6;RS1;RS191;RS192;RS193;RS102RECAP;rs11recap2;RS11recap;RS193bis;RS2Recap;RS56Recap;RS2;RS11;RS102
41;MET20_7019744;1.161725334;1;0;0;0;1;2;;2;5;2;1;4;3;4;3;3;2;2;5;4;5;5;5;5;5;5;5;3;3;3;3;3;1;1;2;2;3;3;3;3;2;4;3;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;3;2;1;1;70;5;10;5;10;0;40;2;4;4;4;4;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;7;7;7;7;1;1;10;1;1;2;2;4;3;1;;3;2;38;2;4
42;MET20_1707599;0.9617576466;1;0;0;0;1;1;;2;2;1;0;3;2;2;3;4;4;4;5;4;5;5;5;5;5;4;4;3;2;2;3;3;2;3;1;2;2;2;2;2;2;2;2;2;3;3;3;2;3;2;4;2;1;1;1;2;2;2;2;3;2;2;2;3;1;1;50;0;0;0;50;0;3;2;4;4;4;3;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;6;6;6;6;1;1;5;2;1;2;2;4;3;1;;2;1;34;2;4
43;MET20_1248504;1.0239963436;1;1;1;0;1;5;;7;7;3;3;3;3;3;3;3;3;4;5;5;5;4;5;5;5;5;5;1;2;2;2;3;2;1;2;1;2;1;3;2;1;2;1;1;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;20;10;20;20;10;20;40;2;4;4;3;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;6;6;7;7;2;1;5;2;1;2;2;4;3;1;;2;1;29;2;4
44;MET20_7005235;0.62815034;0;0;1;0;3;;2;1;1;1;0;3;4;3;3;3;4;4;5;5;5;5;5;5;5;4;5;2;3;4;3;4;2;4;2;3;3;3;4;4;3;2;4;2;2;2;3;2;1;3;2;1;2;2;2;2;1;2;2;2;3;2;3;2;3;1;0;0;10;0;;90;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;1;4;2;2;1;2;4;1;2;;4;1;45;0;4
45;MET20_1314511;0.9059973118;1;0;1;0;3;;4;2;3;1;0;4;4;3;3;3;4;4;4;4;5;5;5;5;5;5;5;2;4;4;3;3;3;4;2;2;2;2;3;4;2;2;4;2;2;3;1;2;3;2;3;2;2;2;3;2;2;2;2;4;3;2;1;3;3;1;0;0;20;0;;80;0;3;4;4;4;4;3;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;7;7;7;1;3;;2;1;2;2;2;1;2;;6;3;66;0;2
46;MET20_7001385;1.012416781;1;1;1;0;1;2;;15;20;15;5;4;3;3;4;3;3;3;3;3;5;5;4;5;5;3;5;2;2;2;2;3;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;55;15;7;15;5;3;20;2;2;4;4;4;4;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;69;0;2
47;MET20_7005269;0.7470769429;1;0;0;0;1;3;;4;3;3;1;3;3;4;4;4;3;3;5;4;5;5;5;5;5;5;5;1;3;2;3;4;3;1;2;2;2;2;2;2;2;2;3;1;1;3;3;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;2;2;1;1;30;20;10;20;10;10;6;3;4;3;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;6;1;1;2;2;4;3;1;;4;1;45;2;4
48;MET20_1229388;1.012416781;1;0;1;0;1;1;;10;8;8;1;1;2;4;4;3;2;4;5;4;5;5;5;5;5;5;5;1;2;2;2;4;1;1;2;1;2;1;2;2;1;1;1;1;1;3;2;1;4;2;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;65;20;7;4;4;0;27;3;3;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;71;0;2
49;MET20_1152425;0.9770802775;1;1;0;0;1;3;;0;4;2;0;1;1;1;1;4;2;2;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;40;60;0;0;0;0;0;2;4;4;4;4;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;7;7;7;1;1;7;2;1;2;2;3;2;1;;2;1;27;1;3
50;MET20_1203301;1.055956908;0;0;1;0;3;;4;5;10;8;1;4;4;4;4;2;3;3;4;4;5;5;4;5;5;5;4;2;2;2;2;4;2;2;2;2;2;3;2;3;2;2;2;2;1;3;2;1;3;2;3;2;2;2;2;2;2;2;2;3;2;3;3;2;3;1;0;30;70;0;;0;1;3;4;4;4;4;4;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;7;7;7;7;2;3;;2;2;2;2;2;1;2;;5;3;63;0;2
51;MET20_7017667;1.055956908;1;1;0;0;1;1;;3;2;3;1;4;4;4;4;4;3;4;5;5;5;5;5;5;5;5;5;3;3;3;3;2;2;2;3;2;3;2;3;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;1;1;0;0;10;0;0;90;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;3;;2;2;1;2;3;2;1;;5;3;61;1;3
52;MET20_1255707;2.9605391895;1;0;0;0;1;2;;2;2;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;3;4;3;1;3;4;2;2;3;4;1;4;4;1;2;4;2;2;2;2;2;3;4;1;2;2;2;2;2;1;2;2;3;2;4;4;2;1;1;100;0;0;0;0;0;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;2;9;2;1;2;2;2;1;2;;1;2;24;0;2
53;MET20_1105100;0.9059973118;1;0;0;0;1;2;;2;1;3;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;3;3;3;3;1;1;4;3;1;2;1;4;3;2;3;4;1;2;3;3;2;3;3;4;3;3;2;3;2;3;1;2;2;2;3;1;2;1;1;0;0;25;50;0;25;7;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;1;2;1;1;1;2;2;6;3;79;0;1
54;MET20_1169726;0.7058317983;1;0;0;0;1;1;;3;3;1;0;3;4;4;4;3;3;4;5;5;5;5;5;5;5;5;5;4;4;4;3;3;3;1;2;1;4;2;3;4;2;4;1;2;2;3;2;2;3;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;1;1;75;0;0;5;10;10;4;4;4;4;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;1;4;2;1;1;2;3;2;1;;3;1;39;1;3
55;MET20_7009269;0.925195291;1;0;0;0;1;4;;4;5;3;2;3;3;3;3;3;3;4;5;5;5;5;5;5;5;5;5;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;2;3;3;1;2;2;2;2;2;2;3;3;2;2;2;2;3;2;1;1;0;0;0;10;10;80;4;3;3;3;3;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;7;7;7;2;1;10;2;1;2;2;2;1;2;;4;2;45;0;2
56;MET20_1608292;0.7397234366;1;0;0;0;1;3;;1;2;1;0;3;3;4;4;3;2;3;4;4;4;5;2;5;5;3;5;2;3;2;2;4;3;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;2;1;3;2;2;2;1;2;2;3;2;2;3;2;2;1;1;75;15;2;6;0;2;15;2;3;4;3;3;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;7;6;7;7;1;1;4;2;1;2;2;4;3;1;;3;1;36;2;4
57;MET20_7002520;0.8528399828;0;1;0;0;2;;1;1;1;1;0;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;4;4;3;4;4;4;2;4;4;4;3;4;3;4;4;4;3;4;2;4;4;2;4;3;4;4;3;4;4;3;3;4;4;4;4;4;2;2;1;0;20;0;0;0;80;0;4;4;4;4;4;4;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;7;7;7;1;1;5;1;2;2;2;1;1;2;;3;1;39;0;1
58;MET20_1547979;1.0396114026;1;0;1;0;1;1;;1;0;2;1;2;3;4;4;4;4;4;5;5;5;5;5;5;5;5;5;2;3;2;3;3;2;2;2;3;3;2;3;3;2;2;3;2;2;3;2;2;3;2;2;3;2;2;3;2;2;2;3;3;2;3;2;2;1;1;0;0;0;20;30;50;2;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;1;7;7;1;1;9;2;1;1;2;2;2;1;;3;2;43;1;2
59;MET20_1181663;1.3100912782;1;0;0;0;1;4;;2;2;1;0;4;3;4;3;4;3;4;5;5;5;5;5;5;5;5;5;4;4;3;4;1;4;3;4;3;2;4;4;4;4;4;4;2;2;1;4;3;1;4;2;4;4;4;3;3;4;2;4;3;4;4;2;2;1;1;85;2;0;7;0;6;20;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;5;4;6;2;1;10;2;1;2;2;2;1;2;;2;2;30;0;2
60;MET20_7015412;1.012416781;1;0;1;0;3;;2;2;1;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;3;3;4;3;2;1;3;3;3;3;2;4;3;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;3;2;3;3;2;3;1;0;0;0;0;;100;0;4;4;4;4;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;7;7;7;1;3;;1;1;2;2;1;1;2;;6;3;70;0;1
61;MET20_7002555;0.6722919535;1;0;1;0;1;5;;1;2;2;0;3;1;3;3;3;1;3;4;4;5;5;4;5;5;4;4;2;2;3;3;2;3;1;2;1;1;1;2;2;1;2;2;1;1;4;1;1;3;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;42;5;3;20;15;15;18;1;4;3;2;3;4;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;0;0;7;7;7;7;2;1;4;2;1;2;2;4;3;1;;3;1;38;2;4
62;MET20_1215818;0.9306511977;1;0;0;0;1;1;;2;2;1;1;2;4;4;4;3;3;4;3;3;5;5;3;5;5;5;3;1;3;1;1;1;3;2;2;1;1;1;3;1;1;1;4;1;1;3;2;1;3;2;3;1;1;1;1;2;1;3;3;2;2;2;1;2;1;1;50;0;0;10;40;0;6;3;4;4;4;4;4;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;7;7;7;7;1;1;6;2;1;2;2;4;2;1;;2;1;32;1;4
63;MET20_7004076;0.7058317983;1;0;0;0;1;5;;3;5;5;0;3;2;4;4;3;3;4;4;4;4;5;5;5;3;4;4;2;2;2;2;2;3;3;2;2;3;2;3;3;2;2;3;1;1;3;2;1;3;3;2;1;2;1;2;1;1;2;1;2;2;2;1;2;1;1;80;0;5;5;10;0;30;2;4;4;4;4;4;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;0;4;3;3;4;2;1;8;2;1;1;2;4;3;1;;3;1;37;2;4
64;MET20_1029615;1.0396114026;0;1;0;0;2;;1;1;2;0;0;3;4;3;4;4;4;4;5;5;5;5;5;5;5;5;5;3;3;3;3;3;2;4;3;3;4;2;3;3;3;3;3;2;2;2;2;1;3;3;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1;0;0;10;0;90;0;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;7;7;7;1;1;9;2;2;1;2;1;1;2;;3;2;39;0;1
65;MET20_1644156;0.9612750925;1;1;0;0;1;1;;2;5;1;0;4;4;2;2;3;3;4;5;5;5;5;4;5;5;5;5;2;4;4;4;1;2;3;3;2;2;3;3;4;2;2;4;2;2;2;3;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;1;1;50;10;0;10;10;20;90;3;3;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;1;2;2;1;1;2;;5;3;64;0;1
66;MET20_1257000;1.3100912782;1;0;0;0;1;2;;1;2;0;0;3;3;3;3;3;1;3;4;3;3;3;3;3;4;4;3;2;1;2;2;3;2;1;2;1;2;1;3;2;3;2;3;1;1;2;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;45;10;0;5;5;35;4;1;3;3;3;2;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;1;0;3;2;7;4;1;1;9;2;1;2;2;3;2;1;;2;2;29;1;3
67;MET20_410960;0.7980860057;0;1;0;0;2;;1;1;1;1;1;4;4;4;4;3;4;3;5;4;5;5;5;5;5;5;5;2;3;3;3;3;1;3;3;2;2;2;3;3;2;2;3;2;3;3;2;1;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;90;5;0;5;0;4;3;4;4;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;7;6;7;7;1;3;;2;2;1;2;1;1;2;;6;3;77;0;1
68;MET20_7011095;0.9965400009;1;0;1;0;1;2;;4;5;4;2;3;3;3;3;3;3;1;3;3;5;5;5;5;5;4;4;1;1;2;2;3;2;3;2;1;2;2;2;3;2;1;2;1;1;3;2;1;3;2;3;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;49;0;30;1;20;0;10;2;3;4;4;3;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;0;0;7;7;7;7;1;3;;1;1;2;2;1;1;2;;6;3;70;0;1
69;MET20_1901333;1.0396114026;0;1;0;0;2;;2;0;0;0;0;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;2;4;4;4;2;3;3;4;1;2;2;3;4;1;1;4;1;2;1;2;1;3;4;4;2;2;3;2;2;2;2;2;4;4;2;1;4;2;1;0;0;20;0;0;80;3;3;4;4;4;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;7;7;7;2;1;9;2;2;1;2;3;2;1;;3;2;38;1;3
70;MET20_7004025;0.8247615439;1;0;0;0;1;3;;10;10;5;0;4;4;4;4;3;3;4;4;5;5;5;5;5;5;5;5;2;3;3;3;3;2;1;3;2;2;2;3;3;2;2;2;1;2;2;3;2;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;35;35;5;5;10;10;20;3;4;4;4;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;7;7;7;1;3;;2;1;2;2;2;1;2;;6;3;69;0;2
71;MET20_1269898;0.9306511977;0;1;0;0;2;;1;3;4;2;1;2;3;2;2;2;2;3;3;3;4;4;2;4;3;4;4;2;2;2;2;3;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;4;2;2;2;1;2;2;1;2;3;2;2;2;2;1;1;2;1;0;30;20;0;30;20;0;3;4;3;2;2;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;6;3;5;5;1;1;6;2;2;2;2;1;1;2;;2;1;34;0;1
72;MET20_1215156;1.4391301159;1;1;0;0;2;;2;3;3;2;0;1;3;1;3;2;2;1;2;2;4;3;5;3;5;3;4;1;2;3;3;2;2;1;2;1;1;1;2;3;1;3;1;1;2;3;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;0;0;20;10;70;0;2;1;1;4;2;2;2;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;1;0;7;2;7;7;1;1;9;2;2;2;2;3;2;1;;2;2;33;1;3
73;MET20_80003546;1.3309635272;1;0;0;0;1;1;;2;0;0;0;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;100;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;9;2;1;2;1;4;4;1;1;2;2;34;3;5
74;MET20_318123;0.9765900354;1;0;0;0;1;3;;2;4;4;1;4;4;3;3;3;1;4;5;5;5;5;5;5;5;5;5;2;4;4;4;2;1;2;4;2;4;2;4;4;2;2;2;2;2;3;4;2;3;4;2;2;3;3;3;2;3;2;3;3;3;2;2;2;1;1;60;15;15;10;0;0;40;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;1;2;2;2;1;2;;5;3;63;0;2
75;MET20_242133;0.7980860057;1;1;0;0;2;;1;3;3;1;1;3;4;4;3;3;4;3;2;5;5;5;5;5;5;4;4;2;2;2;2;2;3;3;2;2;1;1;3;2;2;3;2;3;2;3;2;2;3;2;2;2;2;2;3;2;2;2;3;3;2;2;2;3;2;1;0;0;60;10;0;30;2;2;4;4;4;3;3;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;7;2;7;6;2;3;;2;2;2;2;2;1;2;;6;3;67;0;2
76;MET20_1184774;0.9612750925;1;0;0;0;1;2;;5;4;4;0;4;4;3;4;2;1;2;5;4;5;5;5;5;4;5;5;2;2;2;2;3;3;2;2;2;2;1;2;3;2;1;1;2;2;2;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;1;1;40;9;30;10;10;1;25;3;4;4;4;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;6;6;7;7;1;6;;2;1;2;2;1;1;2;;5;3;62;0;1
77;MET20_18177;0.9612750925;1;0;0;0;1;1;;3;5;3;0;4;4;4;4;4;2;4;5;4;5;5;5;5;5;5;5;2;2;3;2;3;2;2;3;2;2;2;3;3;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;50;40;10;0;0;0;4;3;4;4;4;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;5;7;7;1;7;;2;1;2;2;2;1;2;;5;3;58;0;2
78;MET20_7004537;0.961473076;1;0;1;0;1;2;;15;12;8;5;1;2;2;2;1;1;2;2;3;2;2;4;4;3;3;2;1;2;2;2;4;2;1;2;1;2;1;2;2;1;2;1;1;1;2;1;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;40;30;10;0;20;0;3;1;2;2;2;2;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;4;2;2;2;1;1;9;2;1;2;2;3;2;1;;3;2;36;1;3
79;MET20_661710;0.3922906934;1;0;0;0;1;1;;0;0;0;0;4;4;4;4;3;3;4;5;5;5;5;5;5;5;5;5;2;4;4;4;2;3;4;3;2;2;2;3;4;3;3;4;2;2;4;3;2;2;3;2;2;2;3;3;2;2;2;3;2;3;2;2;2;1;1;80;0;15;1;0;4;6;3;4;3;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;6;2;1;2;2;2;1;2;;6;1;74;0;2
80;MET20_7006859;1.3100912782;1;0;0;0;1;3;;1;1;0;0;4;4;3;3;4;2;4;5;5;5;5;5;5;5;5;5;2;3;3;3;3;2;3;3;2;3;3;3;4;3;3;2;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;65;5;0;0;10;20;1;2;3;4;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;1;10;2;1;2;2;3;2;1;;2;2;33;1;3
81;MET20_1300882;0.6182996491;1;0;0;0;1;5;;10;10;1;0;3;4;3;3;3;2;3;3;4;5;5;5;4;5;5;3;2;2;2;2;3;2;1;2;2;2;1;2;4;1;2;2;1;1;3;1;1;4;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;1;1;70;10;5;5;10;0;30;3;4;4;4;4;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;3;3;6;4;2;1;2;2;1;2;2;4;2;1;;4;1;45;1;5
82;MET20_1078488;0.464506602;1;0;0;0;1;1;;1;1;1;1;3;3;3;4;4;4;3;4;4;5;5;5;4;5;4;4;4;3;3;3;3;2;4;3;3;4;3;4;4;2;2;4;2;2;2;4;2;3;3;4;2;2;2;2;2;3;2;3;3;4;4;2;4;1;1;40;0;20;0;20;20;1;3;4;4;4;4;3;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;7;7;7;7;1;1;3;2;1;2;2;1;1;2;;5;1;60;0;1
83;MET20_7015418;1.1178917385;0;1;0;0;2;;2;2;4;2;1;4;2;1;1;2;2;2;2;2;3;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;4;3;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;4;2;3;3;3;3;3;3;3;3;2;1;0;0;100;0;0;0;1;3;2;3;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;3;6;4;7;1;1;9;1;2;2;1;2;1;2;2;4;2;49;0;2
84;MET20_172314;0.8247615439;1;0;0;0;1;2;;2;6;2;0;4;4;4;4;4;3;4;4;4;5;5;5;5;5;4;4;2;2;2;2;3;3;3;2;3;2;2;2;3;2;2;2;2;2;3;2;2;2;2;3;2;2;2;3;2;2;2;3;2;2;2;2;3;1;1;75;0;20;5;0;0;54;3;4;4;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;6;7;7;2;7;;2;1;2;2;2;1;2;;6;3;72;0;2
85;MET20_1228274;0.7980860057;1;0;1;0;3;;2;1;1;1;0;4;4;4;4;4;4;4;5;4;5;5;5;5;5;4;5;2;4;4;4;3;1;4;4;3;3;4;4;4;2;3;4;2;2;3;2;2;2;3;4;2;2;2;2;3;2;3;3;4;4;4;4;4;3;1;0;0;0;0;;100;0;4;4;4;4;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;7;7;7;7;2;3;;2;2;2;1;2;1;2;1;6;3;65;0;2
86;MET20_1977911;1.3948718613;0;1;0;0;2;;1;2;2;1;0;3;4;4;4;4;4;4;3;4;5;5;4;5;5;5;5;3;3;3;3;1;2;4;3;1;2;1;4;3;3;3;4;1;1;2;1;1;3;2;2;2;2;1;1;1;2;2;3;2;2;2;2;3;2;1;0;0;0;0;0;100;0;3;3;4;3;3;3;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;5;6;6;7;1;1;9;2;2;1;2;1;1;2;;2;2;28;0;1
87;MET20_1194047;0.8422381464;1;0;1;0;1;3;;10;10;3;1;4;4;4;4;2;1;4;3;3;4;3;5;5;5;3;5;2;2;2;2;2;3;1;2;3;2;2;3;2;1;3;3;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;40;40;0;0;10;10;10;2;2;4;4;4;4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;7;7;7;7;1;1;9;2;1;2;2;4;2;1;;4;2;49;1;5
88;MET20_80001941;0.5612524165;1;0;1;0;1;1;;2;2;1;0;2;2;1;1;2;2;2;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;70;5;5;5;5;10;0;2;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;3;4;4;4;1;1;6;1;1;2;1;3;1;2;1;5;1;61;0;3
